time,	hall.signal.u,	hall.signal.v,	hall.signal.w,	period,	w_ff_filt,	w_tot,	th_r_fb,	th_r_cap,	th_r_est
0.00045,	1,	0,	0,	4.29497e+09,	6.08814e-06,	32.0809,	0.789587,	0.523599,	0.0146197
0.00046,	1,	0,	0,	4.29497e+09,	6.66285e-06,	31.9801,	0.7907,	0.523599,	0.0162187
0.00047,	1,	0,	0,	4.29497e+09,	6.66285e-06,	31.9801,	0.7907,	0.523599,	0.0162187
0.00048,	1,	0,	0,	4.29497e+09,	6.66285e-06,	31.9801,	0.7907,	0.523599,	0.0162187
0.00049,	1,	0,	0,	4.29497e+09,	6.66285e-06,	31.9801,	0.7907,	0.523599,	0.0162187
0.0005,	1,	0,	0,	4.29497e+09,	6.66285e-06,	31.9801,	0.7907,	0.523599,	0.0162187
0.00051,	1,	0,	0,	4.29497e+09,	7.21952e-06,	31.8796,	0.791943,	0.523599,	0.0178127
0.00052,	1,	0,	0,	4.29497e+09,	7.21952e-06,	31.8796,	0.791943,	0.523599,	0.0178127
0.00053,	1,	0,	0,	4.29497e+09,	7.21952e-06,	31.8796,	0.791943,	0.523599,	0.0178127
0.00054,	1,	0,	0,	4.29497e+09,	7.21952e-06,	31.8796,	0.791943,	0.523599,	0.0178127
0.00055,	1,	0,	0,	4.29497e+09,	7.21952e-06,	31.8796,	0.791943,	0.523599,	0.0178127
0.00056,	1,	0,	0,	4.29497e+09,	7.75869e-06,	31.7795,	0.793318,	0.523599,	0.0194017
0.00057,	1,	0,	0,	4.29497e+09,	7.75869e-06,	31.7795,	0.793318,	0.523599,	0.0194017
0.00058,	1,	0,	0,	4.29497e+09,	7.75869e-06,	31.7795,	0.793318,	0.523599,	0.0194017
0.00059,	1,	0,	0,	4.29497e+09,	7.75869e-06,	31.7795,	0.793318,	0.523599,	0.0194017
0.0006,	1,	0,	0,	4.29497e+09,	7.75869e-06,	31.7795,	0.793318,	0.523599,	0.0194017
0.00061,	1,	0,	0,	4.29497e+09,	8.28093e-06,	31.6796,	0.794823,	0.523599,	0.0209857
0.00062,	1,	0,	0,	4.29497e+09,	8.28093e-06,	31.6796,	0.794823,	0.523599,	0.0209857
0.00063,	1,	0,	0,	4.29497e+09,	8.28093e-06,	31.6796,	0.794823,	0.523599,	0.0209857
0.00064,	1,	0,	0,	4.29497e+09,	8.28093e-06,	31.6796,	0.794823,	0.523599,	0.0209857
0.00065,	1,	0,	0,	4.29497e+09,	8.28093e-06,	31.6796,	0.794823,	0.523599,	0.0209857
0.00066,	1,	0,	0,	4.29497e+09,	8.78676e-06,	31.5801,	0.796459,	0.523599,	0.0225647
0.00067,	1,	0,	0,	4.29497e+09,	8.78676e-06,	31.5801,	0.796459,	0.523599,	0.0225647
0.00068,	1,	0,	0,	4.29497e+09,	8.78676e-06,	31.5801,	0.796459,	0.523599,	0.0225647
0.00069,	1,	0,	0,	4.29497e+09,	8.78676e-06,	31.5801,	0.796459,	0.523599,	0.0225647
0.0007,	1,	0,	0,	4.29497e+09,	8.78676e-06,	31.5801,	0.796459,	0.523599,	0.0225647
0.00071,	1,	0,	0,	4.29497e+09,	9.27669e-06,	31.4809,	0.798226,	0.523599,	0.0241387
0.00072,	1,	0,	0,	4.29497e+09,	9.27669e-06,	31.4809,	0.798226,	0.523599,	0.0241387
0.00073,	1,	0,	0,	4.29497e+09,	9.27669e-06,	31.4809,	0.798226,	0.523599,	0.0241387
0.00074,	1,	0,	0,	4.29497e+09,	9.27669e-06,	31.4809,	0.798226,	0.523599,	0.0241387
0.00075,	1,	0,	0,	4.29497e+09,	9.27669e-06,	31.4809,	0.798226,	0.523599,	0.0241387
0.00076,	1,	0,	0,	4.29497e+09,	9.75124e-06,	31.382,	0.800124,	0.523599,	0.0257078
0.00077,	1,	0,	0,	4.29497e+09,	9.75124e-06,	31.382,	0.800124,	0.523599,	0.0257078
0.00078,	1,	0,	0,	4.29497e+09,	9.75124e-06,	31.382,	0.800124,	0.523599,	0.0257078
0.00079,	1,	0,	0,	4.29497e+09,	9.75124e-06,	31.382,	0.800124,	0.523599,	0.0257078
0.0008,	1,	0,	0,	4.29497e+09,	9.75124e-06,	31.382,	0.800124,	0.523599,	0.0257078
0.00081,	1,	0,	0,	4.29497e+09,	1.02109e-05,	31.2834,	0.802153,	0.523599,	0.027272
0.00082,	1,	0,	0,	4.29497e+09,	1.02109e-05,	31.2834,	0.802153,	0.523599,	0.027272
0.00083,	1,	0,	0,	4.29497e+09,	1.02109e-05,	31.2834,	0.802153,	0.523599,	0.027272
0.00084,	1,	0,	0,	4.29497e+09,	1.02109e-05,	31.2834,	0.802153,	0.523599,	0.027272
0.00085,	1,	0,	0,	4.29497e+09,	1.02109e-05,	31.2834,	0.802153,	0.523599,	0.027272
0.00086,	1,	0,	0,	4.29497e+09,	1.06561e-05,	31.1851,	0.804313,	0.523599,	0.0288313
0.00087,	1,	0,	0,	4.29497e+09,	1.06561e-05,	31.1851,	0.804313,	0.523599,	0.0288313
0.00088,	1,	0,	0,	4.29497e+09,	1.06561e-05,	31.1851,	0.804313,	0.523599,	0.0288313
0.00089,	1,	0,	0,	4.29497e+09,	1.06561e-05,	31.1851,	0.804313,	0.523599,	0.0288313
0.0009,	1,	0,	0,	4.29497e+09,	1.06561e-05,	31.1851,	0.804313,	0.523599,	0.0288313
0.00091,	1,	0,	0,	4.29497e+09,	1.10873e-05,	31.0872,	0.806604,	0.523599,	0.0303856
0.00092,	1,	0,	0,	4.29497e+09,	1.10873e-05,	31.0872,	0.806604,	0.523599,	0.0303856
0.00093,	1,	0,	0,	4.29497e+09,	1.10873e-05,	31.0872,	0.806604,	0.523599,	0.0303856
0.00094,	1,	0,	0,	4.29497e+09,	1.10873e-05,	31.0872,	0.806604,	0.523599,	0.0303856
0.00095,	1,	0,	0,	4.29497e+09,	1.10873e-05,	31.0872,	0.806604,	0.523599,	0.0303856
0.00096,	1,	0,	0,	4.29497e+09,	1.1505e-05,	30.9895,	0.809026,	0.523599,	0.0319351
0.00097,	1,	0,	0,	4.29497e+09,	1.1505e-05,	30.9895,	0.809026,	0.523599,	0.0319351
0.00098,	1,	0,	0,	4.29497e+09,	1.1505e-05,	30.9895,	0.809026,	0.523599,	0.0319351
0.00099,	1,	0,	0,	4.29497e+09,	1.1505e-05,	30.9895,	0.809026,	0.523599,	0.0319351
0.001,	1,	0,	0,	4.29497e+09,	1.1505e-05,	30.9895,	0.809026,	0.523599,	0.0319351
0.00101,	1,	0,	0,	4.29497e+09,	1.19095e-05,	30.8922,	0.811578,	0.523599,	0.0334797
0.00102,	1,	0,	0,	4.29497e+09,	1.19095e-05,	30.8922,	0.811578,	0.523599,	0.0334797
0.00103,	1,	0,	0,	4.29497e+09,	1.19095e-05,	30.8922,	0.811578,	0.523599,	0.0334797
0.00104,	1,	0,	0,	4.29497e+09,	1.19095e-05,	30.8922,	0.811578,	0.523599,	0.0334797
0.00105,	1,	0,	0,	4.29497e+09,	1.19095e-05,	30.8922,	0.811578,	0.523599,	0.0334797
0.00106,	1,	0,	0,	4.29497e+09,	1.23013e-05,	30.7951,	0.814262,	0.523599,	0.0350194
0.00107,	1,	0,	0,	4.29497e+09,	1.23013e-05,	30.7951,	0.814262,	0.523599,	0.0350194
0.00108,	1,	0,	0,	4.29497e+09,	1.23013e-05,	30.7951,	0.814262,	0.523599,	0.0350194
0.00109,	1,	0,	0,	4.29497e+09,	1.23013e-05,	30.7951,	0.814262,	0.523599,	0.0350194
0.0011,	1,	0,	0,	4.29497e+09,	1.23013e-05,	30.7951,	0.814262,	0.523599,	0.0350194
0.00111,	1,	0,	0,	4.29497e+09,	1.26809e-05,	30.6984,	0.817076,	0.523599,	0.0365544
0.00112,	1,	0,	0,	4.29497e+09,	1.26809e-05,	30.6984,	0.817076,	0.523599,	0.0365544
0.00113,	1,	0,	0,	4.29497e+09,	1.26809e-05,	30.6984,	0.817076,	0.523599,	0.0365544
0.00114,	1,	0,	0,	4.29497e+09,	1.26809e-05,	30.6984,	0.817076,	0.523599,	0.0365544
0.00115,	1,	0,	0,	4.29497e+09,	1.26809e-05,	30.6984,	0.817076,	0.523599,	0.0365544
0.00116,	1,	0,	0,	4.29497e+09,	1.30485e-05,	30.6019,	0.820021,	0.523599,	0.0380845
0.00117,	1,	0,	0,	4.29497e+09,	1.30485e-05,	30.6019,	0.820021,	0.523599,	0.0380845
0.00118,	1,	0,	0,	4.29497e+09,	1.30485e-05,	30.6019,	0.820021,	0.523599,	0.0380845
0.00119,	1,	0,	0,	4.29497e+09,	1.30485e-05,	30.6019,	0.820021,	0.523599,	0.0380845
0.0012,	1,	0,	0,	4.29497e+09,	1.30485e-05,	30.6019,	0.820021,	0.523599,	0.0380845
0.00121,	1,	0,	0,	4.29497e+09,	1.34045e-05,	30.5058,	0.823097,	0.523599,	0.0396097
0.00122,	1,	0,	0,	4.29497e+09,	1.34045e-05,	30.5058,	0.823097,	0.523599,	0.0396097
0.00123,	1,	0,	0,	4.29497e+09,	1.34045e-05,	30.5058,	0.823097,	0.523599,	0.0396097
0.00124,	1,	0,	0,	4.29497e+09,	1.34045e-05,	30.5058,	0.823097,	0.523599,	0.0396097
0.00125,	1,	0,	0,	4.29497e+09,	1.34045e-05,	30.5058,	0.823097,	0.523599,	0.0396097
0.00126,	1,	0,	0,	4.29497e+09,	1.37494e-05,	30.4099,	0.826304,	0.523599,	0.0411302
0.00127,	1,	0,	0,	4.29497e+09,	1.37494e-05,	30.4099,	0.826304,	0.523599,	0.0411302
0.00128,	1,	0,	0,	4.29497e+09,	1.37494e-05,	30.4099,	0.826304,	0.523599,	0.0411302
0.00129,	1,	0,	0,	4.29497e+09,	1.37494e-05,	30.4099,	0.826304,	0.523599,	0.0411302
0.0013,	1,	0,	0,	4.29497e+09,	1.37494e-05,	30.4099,	0.826304,	0.523599,	0.0411302
0.00131,	1,	0,	0,	4.29497e+09,	1.40834e-05,	30.3144,	0.829642,	0.523599,	0.042646
0.00132,	1,	0,	0,	4.29497e+09,	1.40834e-05,	30.3144,	0.829642,	0.523599,	0.042646
0.00133,	1,	0,	0,	4.29497e+09,	1.40834e-05,	30.3144,	0.829642,	0.523599,	0.042646
0.00134,	1,	0,	0,	4.29497e+09,	1.40834e-05,	30.3144,	0.829642,	0.523599,	0.042646
0.00135,	1,	0,	0,	4.29497e+09,	1.40834e-05,	30.3144,	0.829642,	0.523599,	0.042646
0.00136,	1,	0,	0,	4.29497e+09,	1.44069e-05,	30.2192,	0.833111,	0.523599,	0.0441569
0.00137,	1,	0,	0,	4.29497e+09,	1.44069e-05,	30.2192,	0.833111,	0.523599,	0.0441569
0.00138,	1,	0,	0,	4.29497e+09,	1.44069e-05,	30.2192,	0.833111,	0.523599,	0.0441569
0.00139,	1,	0,	0,	4.29497e+09,	1.44069e-05,	30.2192,	0.833111,	0.523599,	0.0441569
0.0014,	1,	0,	0,	4.29497e+09,	1.44069e-05,	30.2192,	0.833111,	0.523599,	0.0441569
0.00141,	1,	0,	0,	4.29497e+09,	1.47203e-05,	30.1242,	0.836711,	0.523599,	0.0456631
0.00142,	1,	0,	0,	4.29497e+09,	1.47203e-05,	30.1242,	0.836711,	0.523599,	0.0456631
0.00143,	1,	0,	0,	4.29497e+09,	1.47203e-05,	30.1242,	0.836711,	0.523599,	0.0456631
0.00144,	1,	0,	0,	4.29497e+09,	1.47203e-05,	30.1242,	0.836711,	0.523599,	0.0456631
0.00145,	1,	0,	0,	4.29497e+09,	1.47203e-05,	30.1242,	0.836711,	0.523599,	0.0456631
0.00146,	1,	0,	0,	4.29497e+09,	1.50239e-05,	30.0296,	0.840442,	0.523599,	0.0471646
0.00147,	1,	0,	0,	4.29497e+09,	1.50239e-05,	30.0296,	0.840442,	0.523599,	0.0471646
0.00148,	1,	0,	0,	4.29497e+09,	1.50239e-05,	30.0296,	0.840442,	0.523599,	0.0471646
0.00149,	1,	0,	0,	4.29497e+09,	1.50239e-05,	30.0296,	0.840442,	0.523599,	0.0471646
0.0015,	1,	0,	0,	4.29497e+09,	1.50239e-05,	30.0296,	0.840442,	0.523599,	0.0471646
0.00151,	1,	0,	0,	4.29497e+09,	1.53178e-05,	29.9353,	0.844303,	0.523599,	0.0486614
0.00152,	1,	0,	0,	4.29497e+09,	1.53178e-05,	29.9353,	0.844303,	0.523599,	0.0486614
0.00153,	1,	0,	0,	4.29497e+09,	1.53178e-05,	29.9353,	0.844303,	0.523599,	0.0486614
0.00154,	1,	0,	0,	4.29497e+09,	1.53178e-05,	29.9353,	0.844303,	0.523599,	0.0486614
0.00155,	1,	0,	0,	4.29497e+09,	1.53178e-05,	29.9353,	0.844303,	0.523599,	0.0486614
0.00156,	1,	0,	0,	4.29497e+09,	1.56026e-05,	29.8412,	0.848296,	0.523599,	0.0501534
0.00157,	1,	0,	0,	4.29497e+09,	1.56026e-05,	29.8412,	0.848296,	0.523599,	0.0501534
0.00158,	1,	0,	0,	4.29497e+09,	1.56026e-05,	29.8412,	0.848296,	0.523599,	0.0501534
0.00159,	1,	0,	0,	4.29497e+09,	1.56026e-05,	29.8412,	0.848296,	0.523599,	0.0501534
0.0016,	1,	0,	0,	4.29497e+09,	1.56026e-05,	29.8412,	0.848296,	0.523599,	0.0501534
0.00161,	1,	0,	0,	4.29497e+09,	1.58784e-05,	29.7475,	0.852419,	0.523599,	0.0516408
0.00162,	1,	0,	0,	4.29497e+09,	1.58784e-05,	29.7475,	0.852419,	0.523599,	0.0516408
0.00163,	1,	0,	0,	4.29497e+09,	1.58784e-05,	29.7475,	0.852419,	0.523599,	0.0516408
0.00164,	1,	0,	0,	4.29497e+09,	1.58784e-05,	29.7475,	0.852419,	0.523599,	0.0516408
0.00165,	1,	0,	0,	4.29497e+09,	1.58784e-05,	29.7475,	0.852419,	0.523599,	0.0516408
0.00166,	1,	0,	0,	4.29497e+09,	1.61456e-05,	29.654,	0.856673,	0.523599,	0.0531235
0.00167,	1,	0,	0,	4.29497e+09,	1.61456e-05,	29.654,	0.856673,	0.523599,	0.0531235
0.00168,	1,	0,	0,	4.29497e+09,	1.61456e-05,	29.654,	0.856673,	0.523599,	0.0531235
0.00169,	1,	0,	0,	4.29497e+09,	1.61456e-05,	29.654,	0.856673,	0.523599,	0.0531235
0.0017,	1,	0,	0,	4.29497e+09,	1.61456e-05,	29.654,	0.856673,	0.523599,	0.0531235
0.00171,	1,	0,	0,	4.29497e+09,	1.64043e-05,	29.5609,	0.861058,	0.523599,	0.0546016
0.00172,	1,	0,	0,	4.29497e+09,	1.64043e-05,	29.5609,	0.861058,	0.523599,	0.0546016
0.00173,	1,	0,	0,	4.29497e+09,	1.64043e-05,	29.5609,	0.861058,	0.523599,	0.0546016
0.00174,	1,	0,	0,	4.29497e+09,	1.64043e-05,	29.5609,	0.861058,	0.523599,	0.0546016
0.00175,	1,	0,	0,	4.29497e+09,	1.64043e-05,	29.5609,	0.861058,	0.523599,	0.0546016
0.00176,	1,	0,	0,	4.29497e+09,	1.66549e-05,	29.468,	0.865574,	0.523599,	0.056075
0.00177,	1,	0,	0,	4.29497e+09,	1.66549e-05,	29.468,	0.865574,	0.523599,	0.056075
0.00178,	1,	0,	0,	4.29497e+09,	1.66549e-05,	29.468,	0.865574,	0.523599,	0.056075
0.00179,	1,	0,	0,	4.29497e+09,	1.66549e-05,	29.468,	0.865574,	0.523599,	0.056075
0.0018,	1,	0,	0,	4.29497e+09,	1.66549e-05,	29.468,	0.865574,	0.523599,	0.056075
0.00181,	1,	0,	0,	4.29497e+09,	1.68977e-05,	29.3754,	0.870221,	0.523599,	0.0575437
0.00182,	1,	0,	0,	4.29497e+09,	1.68977e-05,	29.3754,	0.870221,	0.523599,	0.0575437
0.00183,	1,	0,	0,	4.29497e+09,	1.68977e-05,	29.3754,	0.870221,	0.523599,	0.0575437
0.00184,	1,	0,	0,	4.29497e+09,	1.68977e-05,	29.3754,	0.870221,	0.523599,	0.0575437
0.00185,	1,	0,	0,	4.29497e+09,	1.68977e-05,	29.3754,	0.870221,	0.523599,	0.0575437
0.00186,	1,	0,	0,	4.29497e+09,	1.71328e-05,	29.2831,	0.874999,	0.523599,	0.0590079
0.00187,	1,	0,	0,	4.29497e+09,	1.71328e-05,	29.2831,	0.874999,	0.523599,	0.0590079
0.00188,	1,	0,	0,	4.29497e+09,	1.71328e-05,	29.2831,	0.874999,	0.523599,	0.0590079
0.00189,	1,	0,	0,	4.29497e+09,	1.71328e-05,	29.2831,	0.874999,	0.523599,	0.0590079
0.0019,	1,	0,	0,	4.29497e+09,	1.71328e-05,	29.2831,	0.874999,	0.523599,	0.0590079
0.00191,	1,	0,	0,	4.29497e+09,	1.73606e-05,	29.1911,	0.879908,	0.523599,	0.0604674
0.00192,	1,	0,	0,	4.29497e+09,	1.73606e-05,	29.1911,	0.879908,	0.523599,	0.0604674
0.00193,	1,	0,	0,	4.29497e+09,	1.73606e-05,	29.1911,	0.879908,	0.523599,	0.0604674
0.00194,	1,	0,	0,	4.29497e+09,	1.73606e-05,	29.1911,	0.879908,	0.523599,	0.0604674
0.00195,	1,	0,	0,	4.29497e+09,	1.73606e-05,	29.1911,	0.879908,	0.523599,	0.0604674
0.00196,	1,	0,	0,	4.29497e+09,	1.75811e-05,	29.0994,	0.884947,	0.523599,	0.0619224
0.00197,	1,	0,	0,	4.29497e+09,	1.75811e-05,	29.0994,	0.884947,	0.523599,	0.0619224
0.00198,	1,	0,	0,	4.29497e+09,	1.75811e-05,	29.0994,	0.884947,	0.523599,	0.0619224
0.00199,	1,	0,	0,	4.29497e+09,	1.75811e-05,	29.0994,	0.884947,	0.523599,	0.0619224
0.002,	1,	0,	0,	4.29497e+09,	1.75811e-05,	29.0994,	0.884947,	0.523599,	0.0619224
0.00201,	1,	0,	0,	4.29497e+09,	1.77948e-05,	29.008,	0.890118,	0.523599,	0.0633728
0.00202,	1,	0,	0,	4.29497e+09,	1.77948e-05,	29.008,	0.890118,	0.523599,	0.0633728
0.00203,	1,	0,	0,	4.29497e+09,	1.77948e-05,	29.008,	0.890118,	0.523599,	0.0633728
0.00204,	1,	0,	0,	4.29497e+09,	1.77948e-05,	29.008,	0.890118,	0.523599,	0.0633728
0.00205,	1,	0,	0,	4.29497e+09,	1.77948e-05,	29.008,	0.890118,	0.523599,	0.0633728
0.00206,	1,	0,	0,	4.29497e+09,	1.80017e-05,	28.9169,	0.895419,	0.523599,	0.0648187
0.00207,	1,	0,	0,	4.29497e+09,	1.80017e-05,	28.9169,	0.895419,	0.523599,	0.0648187
0.00208,	1,	0,	0,	4.29497e+09,	1.80017e-05,	28.9169,	0.895419,	0.523599,	0.0648187
0.00209,	1,	0,	0,	4.29497e+09,	1.80017e-05,	28.9169,	0.895419,	0.523599,	0.0648187
0.0021,	1,	0,	0,	4.29497e+09,	1.80017e-05,	28.9169,	0.895419,	0.523599,	0.0648187
0.00211,	1,	0,	0,	4.29497e+09,	1.82022e-05,	28.826,	0.900852,	0.523599,	0.06626
0.00212,	1,	0,	0,	4.29497e+09,	1.82022e-05,	28.826,	0.900852,	0.523599,	0.06626
0.00213,	1,	0,	0,	4.29497e+09,	1.82022e-05,	28.826,	0.900852,	0.523599,	0.06626
0.00214,	1,	0,	0,	4.29497e+09,	1.82022e-05,	28.826,	0.900852,	0.523599,	0.06626
0.00215,	1,	0,	0,	4.29497e+09,	1.82022e-05,	28.826,	0.900852,	0.523599,	0.06626
0.00216,	1,	0,	0,	4.29497e+09,	1.83963e-05,	28.7355,	0.906415,	0.523599,	0.0676967
0.00217,	1,	0,	0,	4.29497e+09,	1.83963e-05,	28.7355,	0.906415,	0.523599,	0.0676967
0.00218,	1,	0,	0,	4.29497e+09,	1.83963e-05,	28.7355,	0.906415,	0.523599,	0.0676967
0.00219,	1,	0,	0,	4.29497e+09,	1.83963e-05,	28.7355,	0.906415,	0.523599,	0.0676967
0.0022,	1,	0,	0,	4.29497e+09,	1.83963e-05,	28.7355,	0.906415,	0.523599,	0.0676967
0.00221,	1,	0,	0,	4.29497e+09,	1.85844e-05,	28.6452,	0.912109,	0.523599,	0.069129
0.00222,	1,	0,	0,	4.29497e+09,	1.85844e-05,	28.6452,	0.912109,	0.523599,	0.069129
0.00223,	1,	0,	0,	4.29497e+09,	1.85844e-05,	28.6452,	0.912109,	0.523599,	0.069129
0.00224,	1,	0,	0,	4.29497e+09,	1.85844e-05,	28.6452,	0.912109,	0.523599,	0.069129
0.00225,	1,	0,	0,	4.29497e+09,	1.85844e-05,	28.6452,	0.912109,	0.523599,	0.069129
0.00226,	1,	0,	0,	4.29497e+09,	1.87665e-05,	28.5552,	0.917934,	0.523599,	0.0705567
0.00227,	1,	0,	0,	4.29497e+09,	1.87665e-05,	28.5552,	0.917934,	0.523599,	0.0705567
0.00228,	1,	0,	0,	4.29497e+09,	1.87665e-05,	28.5552,	0.917934,	0.523599,	0.0705567
0.00229,	1,	0,	0,	4.29497e+09,	1.87665e-05,	28.5552,	0.917934,	0.523599,	0.0705567
0.0023,	1,	0,	0,	4.29497e+09,	1.87665e-05,	28.5552,	0.917934,	0.523599,	0.0705567
0.00231,	1,	0,	0,	4.29497e+09,	1.89429e-05,	28.4655,	0.92389,	0.523599,	0.07198
0.00232,	1,	0,	0,	4.29497e+09,	1.89429e-05,	28.4655,	0.92389,	0.523599,	0.07198
0.00233,	1,	0,	0,	4.29497e+09,	1.89429e-05,	28.4655,	0.92389,	0.523599,	0.07198
0.00234,	1,	0,	0,	4.29497e+09,	1.89429e-05,	28.4655,	0.92389,	0.523599,	0.07198
0.00235,	1,	0,	0,	4.29497e+09,	1.89429e-05,	28.4655,	0.92389,	0.523599,	0.07198
0.00236,	1,	0,	0,	4.29497e+09,	1.91138e-05,	28.3761,	0.929977,	0.523599,	0.0733988
0.00237,	1,	0,	0,	4.29497e+09,	1.91138e-05,	28.3761,	0.929977,	0.523599,	0.0733988
0.00238,	1,	0,	0,	4.29497e+09,	1.91138e-05,	28.3761,	0.929977,	0.523599,	0.0733988
0.00239,	1,	0,	0,	4.29497e+09,	1.91138e-05,	28.3761,	0.929977,	0.523599,	0.0733988
0.0024,	1,	0,	0,	4.29497e+09,	1.91138e-05,	28.3761,	0.929977,	0.523599,	0.0733988
0.00241,	1,	0,	0,	4.29497e+09,	1.92793e-05,	28.2869,	0.936194,	0.523599,	0.0748132
0.00242,	1,	0,	0,	4.29497e+09,	1.92793e-05,	28.2869,	0.936194,	0.523599,	0.0748132
0.00243,	1,	0,	0,	4.29497e+09,	1.92793e-05,	28.2869,	0.936194,	0.523599,	0.0748132
0.00244,	1,	0,	0,	4.29497e+09,	1.92793e-05,	28.2869,	0.936194,	0.523599,	0.0748132
